x1,x2
0.575127332,1.884040045
0.190861088,0.533202466
0.737873571,2.033568702
0.157850572,1.942102059
-1.609134959,-0.973358051
-0.260610711,0.331551922
1.172034722,1.687950086
0.197793261,1.847072468
1.491345987,1.362408257
-0.189318572,-0.478243735
0.48471828,2.455337047
-0.32808284,-0.635977743
0.487953522,1.864764112
0.031233389,1.575883831
-0.51469817,0.201640199
1.243038435,1.229347634
-0.003557005,1.399088262
0.675432062,1.396765484
0.414357927,0.99816071
2.45771747,1.977431645
0.062410944,0.960758503
0.638385908,0.870462172
-1.497665052,0.761055984
1.431287421,1.030839454
1.132699399,3.449237486
1.360842292,2.539664664
1.482666789,1.062076845
0.084603796,-1.599577533
-1.22712409,0.573974505
0.319698586,1.971804383
0.07376726,1.159169033
0.561997543,1.222603695
1.098882777,2.153297306
1.080389556,1.566129907
-1.925040644,-0.599279548
-0.022944157,1.457317441
-0.415273299,-0.166208321
-0.641888659,-0.453656585
0.617189107,1.528190053
-1.03662712,0.629674301
-1.447019835,-0.721801592
-0.274388491,1.598522599
-2.187393063,-0.920395957
0.223474418,2.607610918
0.185883697,1.860680067
0.246444471,0.709206342
-0.157831254,1.059318282
-1.169919492,-0.753591682
-0.578799204,1.322277261
1.194658159,0.77725662
0.287755328,0.224339928
-0.664297066,0.512402177
2.616604318,2.900753094
1.34871788,0.779441454
0.39867956,-0.004682166
-0.375236592,-1.384490876
-0.550657694,-0.100539702
1.512166587,1.202829333
-0.715271835,1.009462209
-0.109044077,0.157422464
-0.808391022,1.377730083
1.856630948,2.204349975
-0.145827028,-0.591970189
-0.594273419,1.620651132
1.472896785,2.102022889
0.451722135,0.312712839
-0.917237313,-1.022873252
0.411895983,1.010773313
1.110856146,1.071684899
-0.084709697,1.627516068
-0.979688153,0.616103051
0.970327745,2.120330395
-0.289581961,0.591426586
0.542525938,1.515220062
0.400304417,1.038327996
-0.117419516,0.820055694
1.386873627,3.684956135
1.058989311,2.200807192
0.032635172,1.252816853
-0.945181819,0.759842763
0.325606831,2.184411777
0.423745468,0.062882862
-1.372364328,0.64448445
0.538534997,2.304314921
0.166010709,2.004825926
-0.270478802,0.712015258
1.227679592,2.191574511
-1.838112797,-0.969780791
-0.02822963,2.599727932
0.654698707,3.160476203
-2.516422722,0.852183219
-1.055956881,0.885067977
0.402298161,1.75624617
-1.588066214,-1.443764033
0.550071333,0.668501064
-0.733307759,-0.217386248
-0.57255046,0.493652193
-0.188889256,1.00896999
0.532531027,1.638150532
0.169034383,1.830414657
-2.128299393,0.681220385
1.15436225,1.826524967
-0.27696283,1.163390048
0.883148364,3.09274765
-1.646077855,1.510929433
-1.439911443,-1.088379448
0.11305906,-0.144914507
-1.596131021,-0.891082259
2.759555677,1.623762494
-0.15562742,1.420922415
2.286937241,2.762472986
-0.25346553,0.911928894
-0.725369936,0.234878452
0.636656901,0.2196314
-0.379173915,1.483215813
1.737217561,1.25522639
-0.439233348,0.479567911
-0.693757524,0.900424999
0.519026229,2.711648563
1.121874261,0.176865965
-1.583528471,0.416505367
-1.632936091,-1.349026826
0.894929896,0.104983244
-1.532230615,0.634049945
0.515263641,2.019430535
-1.171073657,0.73661303
-2.395846855,-1.517518895
-0.323169324,0.871651913
1.611549638,-0.519792689
-0.386948682,0.798814091
0.911286092,2.380437233
0.870013095,2.626004084
-0.478044151,1.650999137
-0.503989262,2.081956737
-2.081360179,0.530267469
-0.708759169,-0.933604191
-0.778021857,1.810061328
-1.000252528,-0.125465636
0.640088842,1.991929042
0.370231304,-0.279139133
0.194587515,1.780577543
-0.019048425,1.699153884
-0.509736891,2.029833759
0.399595583,2.525991709
0.621384703,1.484157549
0.070387261,2.168279991
-0.264512233,1.022296793
-0.992084452,0.685373017
0.703763377,2.173958812
0.909111786,1.24154988
0.280234922,0.534561256
0.431339268,1.988576942
-0.822893013,0.522452682
-0.844589928,0.272486932
0.539402149,2.901544724
0.232988161,1.367454774
0.769485377,1.086980473
0.73553484,1.414589674
3.400996826,1.806233992
0.536101038,1.978765692
1.540102271,2.037465447
0.37263297,0.078262884
-1.419032044,-0.223549066
-1.312609684,0.288568112
0.870721536,1.094845187
0.33604588,1.117995631
-0.323012887,-0.079576854
-3.184973912,0.118364136
2.561249044,1.684304766
-1.904311538,0.11221589
1.045349645,2.284624616
-1.962699282,1.01590919
-0.415307795,1.378123446
0.612902701,1.468179307
0.195548095,-0.235027659
-2.179617365,-0.288227053
0.118021693,1.671455902
2.647482623,3.53375665
-0.131461343,1.643436676
0.455731796,1.158947429
1.884295324,2.282470423
0.769278535,0.528032016
0.943887817,2.16408124
0.955395257,-0.059878675
0.640144716,0.371603984
0.360495238,0.203715219
-0.523218705,1.534219913
-0.946413419,0.425746354
0.475694599,-0.330740864
1.210378878,1.471105626
-0.150499388,1.404530991
-0.715631062,0.188755287
-1.370752188,0.427332933
0.059613463,0.565829603
1.016047127,1.233794116
-1.827351666,-0.559635665
0.720368002,-0.519983653
1.059686374,1.688976973
-1.347923044,1.464379735
-0.31761108,1.530712325
0.440378261,1.216582167
-0.258339137,1.625735188
-0.096103012,-1.023518707
-0.271692845,-1.634071982
-0.649681505,1.198612583
0.816205154,1.724520797
0.276835601,1.71499677
0.870351402,1.175416497
-1.304278845,-0.417446706
0.352529554,0.521870899
0.289760966,0.661726145
-0.022126737,0.595218809
0.143197732,2.421383743
-1.15428795,2.189549175
2.026891047,2.118062993
1.135641339,3.03742929
0.5812097,1.225640035
1.38293007,0.987388597
0.463824545,1.662011461
1.379705356,2.415996524
-0.945181782,-0.974691101
0.95995037,3.163150821
-0.224953396,-0.222654618
0.461540616,0.602511238
1.390741746,2.700658176
0.125801415,3.117053081
1.145402273,0.362049997
1.335394079,2.732261242
-0.778780486,0.256270856
0.373921573,2.100832513
2.177950832,1.527316274
-0.144999627,1.185330279
-0.142064657,2.242680561
0.324675031,0.189096802
0.665838759,3.217556492
0.755929834,1.445899301
-1.314077257,-0.177765327
0.531513743,1.339072267
1.032084213,1.300207441
0.21452271,0.252180856
-1.877872603,-0.697454513
0.537279575,1.07401823
1.89954889,2.676867332
-1.435753221,-0.600430884
1.011881827,0.604834194
1.520400903,1.726140398
0.784282285,0.838734999
-0.212923186,0.157018926
0.060652543,1.550043914
0.143256634,0.132801312
0.478811485,0.566336221
0.16182546,1.563728374
-0.927867289,1.514371809
0.543288465,0.371987272
0.117777312,2.042094482
1.080938595,0.851274871
0.53960457,0.803641551
-1.479573355,0.13091858
-0.119174612,1.330663866
-1.688512801,0.873749766
-0.799416388,0.455112763
1.543719782,2.530805097
1.215047361,1.928134798
1.280499298,1.446300613
0.250855536,1.782157302
0.808649265,1.549719273
0.363461718,0.432815028
-0.913231706,0.597904036
0.161000625,1.222449255
-0.557215834,-0.687438825
-0.906088649,-0.15434762
0.411374072,-0.099700326
1.008620658,1.269717044
1.104503717,3.127358009
-0.293190578,0.565145287
-0.918039797,-0.456913228
0.037646119,1.711595566
2.24109084,2.385995216
-0.753664055,1.10867162
-0.108552731,1.277758867
-0.59363056,0.326961059
-0.912573948,1.611394551
-1.77194839,0.736454428
0.657625082,-0.469031671
0.742020679,-0.017760002
-0.704506275,1.839573701
1.639424052,2.570037999
-0.604365395,-0.266907002
-2.679631958,0.287615184
-0.977294514,0.10552781
-2.242374397,0.218640343
0.257634231,0.998078176
0.598258093,-0.102300428
-0.345950655,1.210467136
0.798165703,1.458631376
2.161682105,4.047616359
-0.689906751,0.89172804
0.560937381,1.612039575
-0.28351459,0.996016737
-0.3184768,-0.080214747
-0.309187958,-0.19406061
0.353360219,1.832995652
0.17255276,0.737452058
1.103594596,1.331805035
0.36173452,0.901994013
0.254249051,2.118812263
0.219308559,1.336066701
1.534303808,0.73154155
-0.920518197,0.904161014
0.039600017,1.279667253
0.543469122,1.506751058
-1.21010855,1.308938477
0.564305473,1.56810324
-0.079955187,0.300995454
-0.634979033,-0.448603226
-0.402786448,0.10726479
0.941034914,1.805676599
-1.294532511,0.59798614
-1.540442408,1.342192216
0.684693782,0.739815848
-2.499300986,-0.392605575
-0.250675527,0.23992415
0.432918792,1.55370162
0.324019725,1.423116622
0.434162487,1.769662507
-0.811480778,0.594209176
-0.16400671,-0.027213599
0.434831422,0.405474033
0.235231338,2.961043727
-0.093503884,1.318344732
1.635769229,1.5760182
0.038858476,0.044183542
-0.224917669,0.147090055
-0.748087287,3.109701661
1.619091875,1.683799338
0.1194922,0.221253011
0.406787067,1.65259481
0.238686349,0.549905859
-0.640189344,0.505584587
-1.96720875,0.079956939
0.370176183,2.2309697
0.728026983,1.224127789
1.477382036,2.629080373
0.587350711,-0.150022597
0.26853821,-0.263307679
-1.759042735,1.228196265
1.566543855,0.751726516
0.542637174,0.243292738
0.437937952,1.525429856
-1.402687266,1.248824625
0.266374906,1.998884413
-1.860336784,0.134396341
1.272045521,1.327338529
0.670131056,1.247571857
-0.083414223,-0.254815741
0.026985815,2.602412896
0.961826741,2.241959019
-0.03661685,0.481835575
0.853653936,1.885981505
-0.556265809,0.81891198
0.399379323,1.482618513
1.03186426,2.203810562
1.619215414,3.094984489
0.147900127,-0.269468545
-0.465703087,0.535129917
-0.418981438,0.332103812
-0.224235576,1.079063649
-0.916788038,1.467072055
0.741236723,-0.370807723
0.688844308,1.214870245
0.673934805,0.743888735
0.480618494,2.209660745
-1.162246137,1.725539633
1.668654519,3.159668827
1.385214585,2.372257737
1.491347165,3.086180354
0.749282633,0.957293596
0.635981582,1.605157857
-1.122066281,1.722267707
-0.277060078,0.403957006
-0.050143795,1.565732232
0.428368353,0.216066022
0.47240883,3.3889333
-0.105188243,1.926715459
1.517602065,1.343069028
-0.26856817,2.245601393
-1.527838427,1.152175511
-0.597947455,-0.412938081
0.811965576,1.973627155
-1.054700411,0.842338052
1.436655567,2.11646668
0.407814845,1.629476681
-0.010331988,0.937440345
0.490602929,2.415288042
-0.872133564,0.099098376
0.757064314,0.1016063
0.308999866,0.614651584
0.833605277,0.327679819
0.836850585,1.342056885
0.721969608,1.108131469
0.231763173,0.413578039
0.409527822,0.539077445
-0.156979466,1.895624862
-0.913114165,0.367217704
0.323640487,2.004743225
-1.05812169,0.248660905
-0.298281246,0.936899088
-0.000196787,1.989963587
1.073152917,1.65590567
-0.765458446,0.68869607
-0.004064751,1.573789766
0.660873094,0.945944743
1.975401434,1.788021047
0.0127017,0.812854552
0.407308866,1.109257539
1.267969362,1.76009808
0.249684167,1.296851995
2.073476762,2.735121271
0.421225836,0.345435616
-1.122835615,-0.341499097
1.994876817,1.382296104
0.335297816,1.806828739
1.607853936,2.351693416
1.901516115,0.591275198
-1.947459697,0.821581181
0.411294779,1.328944809
0.788984294,1.678996641
0.362921444,0.387255171
-1.208297259,-0.688308233
-1.969305371,1.192188917
0.734687159,2.290608522
0.280325267,2.997372475
0.45737415,1.084112569
0.5979433,0.893437155
-2.110696796,-1.075692895
0.340949855,1.790600715
-0.370013867,1.513189853
-0.638519603,0.185929962
-0.559277864,0.183553077
-0.70257373,1.034404957
-1.688133124,0.164000557
2.23174206,1.236146232
1.628732302,1.055634507
0.168102859,1.513400081
-1.875257023,0.840143642
1.734955793,1.709210228
-0.197474971,0.301329882
-1.525166933,1.665091515
-0.276496999,2.354124974
-0.84845066,0.208518981
2.774785438,2.04336616
0.237282722,1.065606842
-1.059573815,-0.2778583
-0.147178454,1.672118555
0.170189605,-0.808852318
-0.830479597,1.309185153
0.42839534,0.097008813
-2.954480373,-1.056879218
-1.808106689,-0.450613191
0.282344884,2.468241745
0.098496252,0.001002474
-1.325647452,0.189874591
-2.737785801,-1.977304416
0.242422359,1.605490648
-1.504020703,0.692490913
0.552587415,1.695918714
1.304332314,1.701837487
0.557179989,1.242696389
-0.443720998,-1.327671363
-0.259851301,-0.830191642
0.772539673,2.448627916
-1.344127357,-0.110686149
-2.410883244,0.621871919
0.053601058,2.447241683
-0.264749746,1.163533048
-1.14163221,-0.597331743
1.647925379,3.104645314
0.330253445,1.041218306
0.99309034,0.666474405
0.091643379,2.239268349
-0.208043423,0.455782873
0.006168915,1.885220584
0.847044254,-0.538935858
1.44198214,3.064229841
-0.563533552,1.728313568
0.386909106,1.801307343
0.010787626,1.075140925
-1.015357784,0.729372199
-2.239920785,-0.788550802
-2.731178499,-1.229950056
-0.735046536,-0.138243205
-0.335995591,1.435607694
-1.276559745,-0.812678212
-0.745344865,1.54038035
-1.424798995,0.112993994
-1.485210094,0.698770307
-1.766043763,0.345985801
-0.068022695,1.264033213
-0.42090603,1.537010794
0.24742025,-0.376143275
-0.026640358,1.287185069
-1.61507179,-1.463796012
0.500989097,1.224049959
0.703835962,1.41850274
1.021334156,1.922218774
0.786427528,1.754060637
-1.03921043,0.178830753
-1.688730739,-0.80424191
-0.201887345,-0.023385867
1.756272187,1.266929356
0.610422839,1.098363234
-0.39343743,0.076848725
0.167345268,0.773350168
-1.363505208,0.298385664
-1.810633334,-0.048400616
-2.397738603,0.185669111
0.238054359,0.417182045
0.999150873,1.756426798
-0.699713426,-0.019172703
0.595119889,-0.040296053
-1.879257035,0.291269243
0.553330108,1.099548299
-0.446175009,0.808018615
0.220851201,1.547750587
-0.402184749,0.690124063
0.649591074,3.222793684
1.297163152,2.125400457
-0.898992088,0.576155624
-1.343093813,0.333612202
-0.518674162,-1.078663602
1.112037593,2.518414428
0.490908632,0.844857221
0.563220333,0.376341883
-0.592667081,0.354876625
1.863844685,0.245873522
-0.581849177,2.083968374
0.043003863,1.413044268
1.317569273,2.628862113
-0.102426103,1.792275227
-0.226123485,0.684354099
0.626559392,0.716732084
-0.563441308,-0.263623826
0.1478116,1.66747998
-0.305194691,2.792617088
1.164450593,1.748415217
0.734684241,1.868155079
-1.146334356,-0.108476671
-0.729089397,3.573481497
0.873921771,0.830562943
0.033934752,1.319038585
0.604430239,0.95061009
1.32931007,1.631383531
-1.355859724,0.444466937
-0.307795464,0.917094342
-0.311717864,1.407205389
0.249730705,1.571446091
-0.300905282,1.029150138
-0.798529844,1.849658412
-0.304562299,2.055762743
1.157894722,1.378812159
0.518838238,2.537288777
0.532648235,1.639156762
1.375828257,1.811388652
0.049521602,-0.015001326
0.173588813,0.5803403
-1.145397536,0.559952509
0.126652315,0.949925583
-1.905374942,-0.313374724
-1.059513538,-0.650402091
-0.011185249,1.583289034
0.791804369,1.198823823
-0.283085588,-0.473471274
-0.077881245,1.024681495
-0.389395275,1.342984727
2.689131202,1.786863769
-1.015735244,0.452482109
-0.207388415,-0.288641998
1.415059033,1.76421504
-0.748165476,-0.156846009
1.383627472,1.700870486
-0.058821719,0.898059952
2.124595957,2.137076752
0.401467906,1.044351389
-0.564010044,1.374145043
-0.964550274,0.58203373
-0.494358021,1.770776518
0.095111225,0.642128052
1.102114714,0.459550721
-1.999236072,0.8302233
-0.205675823,1.406952246
-0.01114367,1.43949628
0.48417601,0.993996709
-0.630458878,1.543450191
1.791109685,1.530729957
0.737441444,1.445341573
-1.56149862,0.315358489
-0.666625526,0.455283039
1.268374858,0.672607275
0.800058418,2.208781554
1.232607142,1.28708378
-0.755694191,-0.236107897
-1.202163064,-0.033706005
-1.186135865,0.933136076
-0.481197102,1.537705323
-1.341084199,0.395733866
-0.868638232,1.055345417
-0.603190033,0.473170312
-2.421523943,1.257042617
0.982634653,1.39399052
1.101212874,0.86999779
-3.381529864,0.125773384
-1.646691528,0.832450878
0.16475074,0.371256053
1.088196358,1.998123078
1.141808795,1.779507146
0.362843578,0.408566775
-0.853261357,1.401553444
-0.059872014,0.324767072
-1.841058192,-0.078683488
-1.293356228,0.425451808
1.076692944,0.993375675
-1.079976364,-0.31500056
0.935593157,1.928526783
-0.640564887,0.867173619
-0.893925457,0.688477095
0.056414683,1.034671504
-0.643035181,0.702047663
-0.938264937,2.683671473
-0.242100698,1.690511557
-1.796005285,0.646894748
1.294889702,1.900517557
1.023447273,1.5769961
0.036863952,0.328771211
-0.839360356,1.468056543
0.030034727,0.883380135
-1.20131569,0.805458338
0.356087331,0.72426736
-1.031032462,0.132817011
-1.377315592,0.22893055
-0.533644694,2.785244498
0.827651165,0.569560242
-0.347992834,-0.438131462
-0.331056067,1.106057204
-1.437355503,0.558364364
0.392665078,1.297916478
-0.702779125,0.573554505
1.051237282,1.12225129
0.481706686,0.478999369
-0.714818541,1.043127164
0.064822422,0.248290199
-1.799467718,0.506627142
-0.981875255,0.840616109
-0.248523676,0.877137627
-0.050908903,0.915363899
-0.266569438,0.106636921
2.266967866,2.623874954
1.300071513,1.066663854
1.336305062,1.394112634
-0.968199192,-0.660041361
-1.175613815,1.262634028
1.016644099,1.597421036
-2.919028327,-0.65425429
1.346090893,2.508195873
-0.707680665,-0.457239133
1.09137437,1.711152736
-0.445524765,0.363538408
-0.417221421,0.221812715
-0.529695938,0.285478831
2.492695592,2.427692037
-0.330985875,0.545553263
0.306919394,1.112654045
-0.462472626,0.58896343
0.601336465,0.084643697
-0.0435364,1.251344944
-0.768597022,0.758416367
-0.729800658,1.417090959
-1.388835502,0.125541943
-0.500902679,0.846195885
-0.636964143,0.789735188
0.529763942,1.831113646
0.767171694,1.326755679
0.604288729,1.53943238
0.38782118,0.618759237
-1.427301579,0.470847613
0.23032645,0.731856572
0.849774246,0.541644867
0.687793395,2.073364799
0.129280641,1.631267327
0.882606649,2.762150395
-0.09708653,-0.244569726
-0.389335725,0.467776018
-0.247531221,-0.282250985
0.58396068,2.311456915
0.084028461,1.458693639
0.376335744,1.781623887
-1.03136544,-0.309137858
0.888127644,1.240542839
1.688430779,1.635720195
0.224599097,0.439643892
-2.054157178,0.630486487
-1.099675977,0.436818671
-0.787139539,-0.284958457
1.964321608,1.297266985
0.943693922,0.810041463
-0.354782421,-0.051582014
-0.599245066,-1.178725221
-1.945449005,-1.456923049
-0.315925566,0.77329176
-0.600221377,1.901572497
0.626134073,1.443029747
-0.973982525,0.470132576
1.657900679,2.183227329
1.098359146,0.758971158
1.6484458,2.495927861
-1.165904944,-0.165573094
-0.499758914,0.340230855
-0.000128728,0.919107491
0.305176362,1.135613964
0.490715153,1.333168944
-0.840475127,2.450634308
-0.365486237,0.216745553
0.066087979,0.086865366
-1.220131547,-1.410542153
-0.329138289,0.506257137
-1.42868383,0.2636007
-0.087598571,0.300503193
-0.851280585,0.163258163
-0.547536657,-0.33973329
0.094415473,0.245659184
1.225402074,1.175461612
0.248113156,0.768369439
0.224235315,-0.157533163
0.852660774,0.777820294
1.508584271,2.511665841
-0.017706131,1.596556008
0.066419554,0.880552635
-0.194782841,0.430577823
-2.90375398,-1.428245521
0.996272123,0.769987329
1.709808147,1.373168505
-2.051956794,-1.256398211
1.7773686,3.382384297
-0.095991262,1.581045268
-1.382124085,1.811907884
-0.559841347,0.67082712
1.277601799,1.194437252
-1.10449506,1.892057364
0.912865649,1.709224668
-0.996737991,1.813092144
-0.460325813,0.318240776
0.2352363,0.966718255
-0.324950338,1.252451009
-2.137548317,1.477332561
1.530671594,2.479078576
0.198557306,1.029223096
-2.241388698,-0.184817377
0.773035665,2.300815963
1.110280272,2.935161482
-1.18864428,1.938413857
0.241617244,0.781120175
0.809954079,0.535156478
0.511062185,1.419731682
1.754661547,1.736652837
0.379712025,2.625751088
-0.354509631,-0.389336164
1.321658523,-0.050951544
-1.623588381,0.882224421
-0.760730306,0.436007498
1.354364894,0.416158769
-0.210791757,0.439183598
-0.466238449,-1.203881405
0.804852135,3.134420869
-0.60970249,0.648905441
0.050394667,0.984298256
-1.110624105,0.082711373
1.336150212,1.270784051
0.13487379,-0.270911253
1.587001776,1.997997613
-0.972853142,0.351263067
0.053720408,0.114574446
-0.552113528,0.388636425
0.863311185,1.627640554
-0.374987694,0.265691872
2.224730987,2.949287518
0.79245069,1.565070018
-0.060522373,1.637392649
-0.529951384,0.491265324
0.484360938,1.074862487
0.888318981,2.824759419
-1.033140093,-0.645857804
1.699668454,2.517579774
-0.182305292,1.632233146
-0.339959752,0.964828241
2.048736416,0.724916871
0.852365826,0.064792405
1.172789336,2.079866632
0.314650728,0.907763961
0.893099726,1.617857541
-0.965398309,0.790898059
-0.206211887,1.404571779
1.520643188,1.335204773
0.680275762,1.401267497
-0.499477755,1.622864757
-0.589863576,2.629961644
-0.600566069,1.718471542
1.107705192,1.851951892
-2.218893305,-0.285577135
-1.002937594,2.298517215
-1.698633523,1.715895484
2.530199549,0.080390178
1.228109575,2.168115098
-0.208720784,1.752474481
0.443793831,-0.15876569
-1.228059678,-0.037553481
0.023511819,-0.593291703
1.038086127,1.935726228
-0.502696062,0.802111755
-0.864093637,0.631535946
-0.132575637,-0.191954359
0.74456007,0.801982953
-0.664436545,0.779209179
-0.21875501,0.504351434
0.793908944,0.835641397
0.322234176,1.518883954
0.627542646,-0.193895324
0.345000706,0.083449006
0.569325316,0.70063595
-0.699808187,1.770838802
-0.596054913,0.568018055
0.312912243,1.746289831
0.220581181,1.504216016
-0.174668439,1.13545985
0.039257897,0.522528216
-0.545476926,0.327953906
2.273127994,1.50923114
0.18675749,-0.064825598
-0.786173314,1.240028332
-0.058489466,1.868167153
1.684232285,0.990979179
0.297315075,4.091648624
-0.783150104,-0.344993308
0.670922119,2.447256456
-0.215620275,0.96077174
0.645402401,0.268327442
-1.121891378,0.962548377
1.016228167,1.941534369
1.196937026,2.449668043
0.56138305,0.547210923
-0.60581392,0.111575848
-0.189711734,1.372266873
0.200665513,1.138001546
-1.013894651,0.775071712
0.622357476,0.121353955
-0.292611013,-0.230164204
0.489558639,2.634823327
-0.05328454,0.911980535
0.257924719,1.081799132
-1.162481936,2.212971571
-0.01889093,1.076757708
1.6268194,2.639376112
0.00767112,0.22707125
1.677999526,1.773952483
0.765143432,1.598313664
0.503133936,2.113358925
-1.08582954,0.106430813
-1.113648698,1.002006818
1.077542894,1.222973969
-0.93414363,-0.049165111
0.806365508,1.386180878
-2.218115554,-0.308216727
-0.918308285,1.450300256
-0.110542251,-0.214367195
-0.616839159,1.099408475
-0.023937505,0.131645544
-0.718270331,1.585436115
0.734401956,1.370274593
-0.593472426,1.382280502
0.040474699,0.807432784
1.548665613,2.021964278
-0.839952747,-0.985652375
0.370484444,1.225842925
0.761459115,1.717479759
-0.612250188,0.393638569
-0.383893629,1.493544518
1.543085821,2.243972164
1.240188367,1.104048199
-0.124765764,1.053122458
-1.037487062,0.671603384
-0.759479194,0.737568617
1.014976135,2.524463826
-0.539392621,0.826604583
0.291250142,2.204304692
2.314298702,2.843064896
-0.794766762,2.197940443
-0.750549233,-0.567247553
0.321232138,0.653948416
-0.126502643,1.605155994
-1.581341424,0.549066969
-0.649112602,1.551371102
-0.105683934,0.356719057
1.12567178,0.853741689
-0.879033333,-0.481496007
-1.476804801,0.724985876
-0.903783374,0.753177261
-0.535695502,0.674644655
-0.437276268,1.195980537
-0.121482202,0.419637421
-1.704148744,-0.117474881
0.29271669,0.885181776
-1.544005131,0.629232024
-0.640306248,1.291742565
1.311745145,0.755641701
0.492663576,0.567449568
0.238106117,1.424366854
0.42243386,0.849176224
1.219961943,1.95416154
-0.220735535,0.147584337
-0.589195697,0.418829621
0.94883149,0.980633151
-1.535158116,0.594774248
1.110565647,-0.341743648
0.803550038,0.15384343
-0.121302066,1.965210358
-0.468443998,0.147175167
0.545130072,0.578416952
-1.774155167,-1.195366491
1.856588674,2.728460818
0.656623096,1.217272071
0.307806073,0.455160161
-0.711937264,1.450371149
-1.4188025,-0.544515269
-0.464075324,-0.052088323
-1.698387003,-0.044471271
1.630036881,3.10487821
0.699443326,0.759849345
-0.663420441,0.794483858
-0.300880965,1.216922187
0.408826174,0.355542491
0.157759143,0.413623545
0.821148133,-0.058848682
0.168560207,1.533856767
0.703185583,3.362001784
-1.035110984,1.020018521
-0.100697112,0.490394731
0.921368276,1.326151784
-1.028892274,-0.925795113
-0.285832236,-1.403306389
1.907455279,2.007067854
-1.049954116,0.145301289
0.416916888,1.09316849
0.040975637,0.1358104
-1.639993682,0.486342043
-0.284210147,0.162090737
-0.889930621,1.237730254
1.463038347,2.524248997
0.43607511,0.941014088
-0.043588946,0.021311756
0.242040628,1.001801286
0.950274201,1.824564377
-0.777154518,2.246720529
0.162993011,2.643946465
-0.212209024,0.625639411
0.991287703,1.65950867
-1.254054452,0.472805141
0.20664614,1.825736284
-1.726999331,-0.130549474
-0.415669664,0.913988278
0.321715878,1.032195463
-0.440451938,0.954679433
1.043651802,2.30767397
-0.301338943,-0.6538103
0.521808124,1.454759579
0.045416019,1.237712688
-0.698366989,0.034376563
-1.805822138,-0.113588609
-1.504721751,-0.013986545
-0.803992988,1.34385831
0.432955397,2.444815381
-0.802811948,-0.147077449
-1.356904349,-0.975874074
-2.1063617,-0.025414978
0.018403543,0.812708845
-1.316778477,0.633628518
0.537252312,0.247544227
-1.766871631,1.243733632
-2.094353398,-0.096265585
0.294559585,0.834818464
-0.084261122,1.60493671
0.654594873,0.853315038
-0.347640727,0.355676447
-0.34273114,0.634499901
1.478349317,2.492333072
1.532044065,1.355401699
-0.901970582,0.242307761
0.515139484,0.819106825
-0.386565506,0.864122183
-0.356421772,0.593368685
0.353646655,0.774397814
-1.714822255,-0.886883091
-0.740456958,1.757681791
